,Quý,Doanh thu thuần(MilVND),LN gộp(MilVND),LN thuần từ HĐKD(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ(MilVND),Tài sản ngắn hạn(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích CĐ thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
10,2013Q2,161333.0,61917.0,-5655.0,18886.0,18886.0,1364371.0,1609973.0,876866.0,445263.0,733107.0,0.0,1315.0,11108.0,7.53,11.71,11.39,5.16
11,2013Q3,186783.0,69070.0,10184.0,33564.0,31776.0,1370557.0,1699556.0,902947.0,437400.0,770969.0,25640.0,1376.0,11681.0,6.54,17.97,11.86,5.6
12,2013Q4,201449.0,67237.0,-6776.0,21041.0,21858.0,1460619.0,1751253.0,933513.0,449388.0,792917.0,24822.0,1460.0,12014.0,8.77,10.44,12.49,5.8
13,2014Q1,149548.0,39071.0,-5275.0,26305.0,24606.0,2116523.0,2423620.0,1559184.0,432122.0,836541.0,27894.0,1475.0,12675.0,10.1,17.59,12.4,5.19
14,2014Q2,196944.0,68625.0,8299.0,26100.0,23647.0,2431995.0,2761858.0,1871259.0,499565.0,860251.0,30348.0,1531.0,12413.0,7.12,13.25,12.5,4.72
15,2014Q3,204546.0,52985.0,14747.0,31985.0,30460.0,2466814.0,2842465.0,1919882.0,1914096.0,890710.0,31873.0,1468.0,11685.0,9.47,15.64,11.9,4.11
16,2014Q4,247334.0,88373.0,-1122.0,22933.0,21437.0,2645786.0,3066760.0,2127989.0,567796.0,905402.0,33369.0,1406.0,11877.0,9.53,9.27,11.47,3.61
17,2015Q1,227036.0,56073.0,0.0,35113.0,32643.0,2798780.0,3203739.0,2228852.0,2220498.0,974887.0,0.0,1471.0,12789.0,10.47,15.47,11.92,3.64
18,2015Q2,271239.0,63770.0,-6955.0,22677.0,19259.0,2964836.0,3277279.0,2356808.0,2353638.0,920471.0,0.0,1374.0,12075.0,12.22,8.36,11.25,3.35
19,2015Q3,267177.0,47980.0,-9717.0,13817.0,12067.0,3652147.0,4215771.0,3288209.0,3285700.0,927562.0,0.0,1120.0,12168.0,20.26,5.17,9.16,2.48
20,2015Q4,300589.0,86832.0,10125.0,54555.0,51116.0,3557413.0,4316792.0,2282903.0,2279788.0,2033889.0,0.0,1510.0,26681.0,12.25,18.15,9.48,3.07
21,2016Q1,304846.0,86583.0,12206.0,41263.0,38912.0,3776554.0,4675349.0,2600493.0,2591987.0,2074856.0,0.0,1427.0,17692.0,14.44,13.54,8.15,2.94
22,2016Q2,310017.0,66166.0,0.0,33005.0,31567.0,4010082.0,4563633.0,2542756.0,2532645.0,2020877.0,0.0,1405.0,17232.0,17.08,10.65,7.58,3.01
23,2016Q3,295155.0,59439.0,0.0,38746.0,36924.0,4039235.0,4633059.0,2575543.0,2565138.0,2057516.0,0.0,1500.0,17544.0,24.14,13.13,7.79,3.49
24,2016Q4,324409.0,62367.0,0.0,21495.0,19493.0,3841696.0,4481280.0,2398370.0,2387698.0,2082910.0,0.0,1090.0,17761.0,34.87,6.63,6.2,2.77
25,2017Q1,332090.0,77388.0,0.0,44952.0,44297.0,4378671.0,5173147.0,3044990.0,3038885.0,2128158.0,0.0,1128.0,18146.0,35.11,13.54,6.42,2.81
26,2017Q2,357479.0,83383.0,0.0,33203.0,31939.0,4525392.0,5001029.0,2951916.0,2946038.0,2049114.0,0.0,1131.0,17472.0,34.66,9.29,6.42,2.75
27,2017Q3,320799.0,58871.0,0.0,33848.0,33220.0,4003994.0,4677112.0,2587382.0,2582371.0,2089731.0,0.0,1100.0,17819.0,31.74,10.55,6.18,2.67
28,2017Q4,370126.0,79387.0,0.0,36226.0,33388.0,4143219.0,4716494.0,2621345.0,2619325.0,2095148.0,0.0,1218.0,17865.0,30.3,9.79,6.83,2.92
29,2018Q1,348447.0,74916.0,0.0,53113.0,52172.0,3645423.0,5018943.0,2866274.0,2864611.0,2152669.0,0.0,1285.0,18355.0,28.4,15.24,7.19,3.11
30,2018Q2,363448.0,97200.0,0.0,47610.0,47008.0,4607198.0,5148607.0,3057454.0,3056703.0,2091153.0,0.0,1414.0,17831.0,19.21,13.1,7.87,3.39
31,2018Q3,327774.0,46609.0,0.0,44161.0,43967.0,4344472.0,5050127.0,2919045.0,2917704.0,2131082.0,0.0,1505.0,18171.0,17.54,13.47,8.34,3.54
32,2018Q4,447313.0,80805.0,0.0,-718.0,-2187.0,4675064.0,5133418.0,3005060.0,3003674.0,2128358.0,0.0,1202.0,18148.0,21.63,-0.16,6.63,2.77
33,2019Q1,366866.0,102098.0,0.0,55658.0,54961.0,4352214.0,5225268.0,3035544.0,3034238.0,2189725.0,0.0,1226.0,18671.0,19.99,15.17,6.73,2.8
34,2019Q2,420925.0,106758.0,0.0,66584.0,67042.0,4252018.0,5498886.0,3355457.0,3354151.0,2143429.0,0.0,1397.0,18277.0,13.75,15.82,7.62,3.13
35,2019Q3,412256.0,76478.0,0.0,62611.0,61966.0,3978545.0,5409021.0,3202446.0,3201409.0,2206576.0,0.0,1550.0,18815.0,15.48,15.19,8.39,3.42
36,2019Q4,461137.0,98756.0,0.0,28495.0,29262.0,4200813.0,5546133.0,3313149.0,3312265.0,2208003.0,24981.0,1818.0,18827.0,14.02,6.18,9.75,3.93
37,2020Q1,383144.0,137086.0,0.0,63056.0,62110.0,3722092.0,5496932.0,3193090.0,3192328.0,2303842.0,0.0,1879.0,19644.0,13.3,16.46,9.95,4.02
38,2020Q2,490159.0,120494.0,0.0,95204.0,94491.0,4456720.0,5802613.0,3525835.0,3525252.0,2250901.0,25878.0,2113.0,19193.0,9.42,19.42,4.15,1.67
39,2020Q3,480382.0,111155.0,0.0,75592.0,74055.0,4337367.0,5775297.0,3424211.0,3423611.0,2351086.0,0.0,2216.0,20047.0,8.57,15.74,6.31,1.28
40,2020Q4,535444.0,147441.0,,52970.0,52756.0,4174075.0,5811548.0,3404260.0,3403597.0,2407287.0,,2417.0,20527.0,9.6,9.89,4.5,0.91
41,2021Q1,474100.0,116457.0,,79883.0,78839.0,4601402.0,5950324.0,3457204.0,3454937.0,2493119.0,,2559.0,21258.0,8.4,16.85,6.72,1.34
42,2021Q2,565817.0,132279.0,,98673.0,97486.0,5500363.0,6318001.0,3956644.0,3954671.0,2361357.0,,2585.0,20135.0,8.94,17.44,8.31,1.59
43,2021Q3,481876.0,169170.0,,108502.0,106679.0,6074499.0,6283808.0,3817165.0,3814529.0,2466643.0,,2863.0,21033.0,10.06,22.52,9.1,1.69
44,2021Q4,633237.0,231962.0,,105137.0,104455.0,5155038.0,6071217.0,3503905.0,3493739.0,2567312.0,,3304.0,21891.0,9.04,16.6,8.91,1.69
45,2022Q1,570667.0,144294.0,,75109.0,73845.0,5396588.0,6244099.0,3604841.0,3602332.0,2639258.0,,3261.0,22505.0,10.58,13.16,6.3,1.2
46,2022Q2,667613.0,113483.0,,49936.0,46594.0,5746534.0,6589176.0,4179782.0,4177273.0,2409394.0,,2827.0,20544.0,9.97,7.48,3.97,0.73
