,Quý,Doanh thu thuần(MilVND),LN gộp(MilVND),LN thuần từ HĐKD(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ(MilVND),Tài sản ngắn hạn(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích CĐ thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
29,2015Q1,518213.0,42372.0,0.0,32381.0,31628.0,3172533.0,5506558.0,3192627.0,3153069.0,2313932.0,0.0,1801.0,30648.0,9.27,6.25,6.25,2.59
30,2015Q2,547049.0,51084.0,0.0,51015.0,50804.0,3146617.0,5372279.0,3103466.0,3094229.0,2268813.0,0.0,1931.0,30051.0,8.7,9.33,6.68,2.75
31,2015Q3,634688.0,1602.0,0.0,27443.0,26457.0,3292186.0,5625740.0,3321616.0,3315757.0,2304124.0,0.0,1842.0,30518.0,10.86,4.32,6.34,2.57
32,2015Q4,740620.0,98353.0,0.0,30506.0,29465.0,2942405.0,5238688.0,2893753.0,2840316.0,2344935.0,0.0,1801.0,28235.0,13.99,4.12,6.26,2.55
33,2016Q1,612527.0,58163.0,26812.0,38583.0,35662.0,3997956.0,5299151.0,2953899.0,2950819.0,2345252.0,0.0,1812.0,28239.0,13.52,6.3,6.42,2.64
34,2016Q2,598567.0,-13881.0,0.0,91850.0,93384.0,4199831.0,5354201.0,3050383.0,3047385.0,2303818.0,0.0,2300.0,27740.0,11.13,15.34,8.31,3.44
35,2016Q3,686415.0,21822.0,0.0,19963.0,19963.0,4045609.0,5159984.0,3044386.0,3044186.0,2115598.0,0.0,2167.0,25474.0,13.06,2.91,8.1,3.39
36,2016Q4,826851.0,145083.0,0.0,86000.0,86000.0,4018593.0,5113048.0,2895213.0,2895055.0,2217835.0,0.0,2789.0,24277.0,8.64,10.4,10.7,4.49
37,2017Q1,666713.0,37263.0,0.0,41636.0,41636.0,4128739.0,5305576.0,3092672.0,3092513.0,2212903.0,0.0,2795.0,24223.0,10.16,6.24,11.02,4.6
38,2017Q2,719446.0,26003.0,0.0,50206.0,50206.0,4200970.0,5236554.0,3088998.0,3088841.0,2147555.0,0.0,2241.0,23508.0,12.54,6.98,9.1,3.8
39,2017Q3,752663.0,53970.0,0.0,53253.0,53253.0,3982524.0,5289810.0,3070055.0,3069898.0,2219755.0,0.0,2556.0,24298.0,11.43,7.08,3.84,1.61
40,2017Q4,810416.0,4920.0,0.0,14689.0,14689.0,4608385.0,5726241.0,3597746.0,3597589.0,2128496.0,0.0,1749.0,23299.0,20.3,1.81,7.34,2.96
41,2018Q1,801513.0,63647.0,0.0,67890.0,67890.0,4931059.0,5692573.0,3495162.0,3495006.0,2197411.0,0.0,2036.0,24054.0,15.32,8.47,8.56,3.39
42,2018Q2,826540.0,36954.0,0.0,65863.0,65863.0,4739802.0,5704649.0,3453167.0,3452986.0,2251482.0,0.0,2208.0,24646.0,9.72,7.97,9.17,3.6
43,2018Q3,764608.0,24602.0,0.0,35776.0,35776.0,4776683.0,5619618.0,3369879.0,3369708.0,2249739.0,0.0,2017.0,24627.0,12.1,4.68,8.35,3.24
44,2018Q4,797854.0,31343.0,0.0,11030.0,11030.0,4675944.0,5544714.0,3289163.0,3288997.0,2255551.0,0.0,1976.0,24690.0,10.47,1.38,8.07,3.2
45,2019Q1,726193.0,64856.0,0.0,46771.0,46771.0,4791820.0,5703524.0,3418972.0,3418800.0,2284552.0,0.0,1745.0,25008.0,12.89,6.44,7.05,2.83
46,2019Q2,836587.0,30133.0,0.0,44821.0,44821.0,4594764.0,5515311.0,3317080.0,3316906.0,2198231.0,0.0,1515.0,24063.0,16.44,5.36,6.16,2.47
47,2019Q3,886665.0,47072.0,0.0,46128.0,46128.0,4551677.0,5485948.0,3249164.0,3248944.0,2236784.0,0.0,1628.0,24485.0,15.48,5.2,6.63,2.67
48,2019Q4,974652.0,43923.0,0.0,44032.0,44032.0,4724834.0,5783393.0,3509122.0,3508825.0,2274271.0,0.0,1990.0,24895.0,12.47,4.52,8.08,3.23
49,2020Q1,944526.0,71449.0,0.0,40903.0,40903.0,5007641.0,5991939.0,3690339.0,3690021.0,2301600.0,0.0,1925.0,25194.0,7.89,4.33,7.81,3.09
50,2020Q2,886524.0,23747.0,0.0,46167.0,46167.0,4975159.0,5983790.0,3802189.0,3801836.0,2181602.0,0.0,1940.0,23881.0,11.03,5.21,2.06,0.77
51,2020Q3,905477.0,55646.0,0.0,67252.0,67252.0,5173870.0,6241000.0,3996887.0,3996498.0,2244112.0,0.0,2171.0,24565.0,13.22,7.43,7.36,1.1
52,2020Q4,928010.0,16885.0,,34168.0,34168.0,5617253.0,6736739.0,4463705.0,4463511.0,2273034.0,,2063.0,24882.0,14.83,3.68,3.74,0.53
53,2021Q1,851076.0,52224.0,,70141.0,70141.0,5581792.0,6701399.0,4340622.0,4340523.0,2360777.0,,2383.0,25842.0,10.78,8.24,7.68,1.04
54,2021Q2,924193.0,56989.0,,49859.0,49859.0,5084645.0,6018840.0,3797564.0,3797234.0,2221276.0,,2424.0,24315.0,15.2,5.39,5.46,0.78
55,2021Q3,841712.0,29283.0,,52181.0,52181.0,6170337.0,7138182.0,4860045.0,4859548.0,2278136.0,,2227.0,20781.0,18.37,6.2,5.71,0.79
56,2021Q4,1131755.0,25847.0,,62106.0,62106.0,6408281.0,7340640.0,5009223.0,5008579.0,2331418.0,,2403.0,21267.0,18.14,5.49,6.18,0.86
57,2022Q1,942956.0,75487.0,,71179.0,71179.0,6498891.0,7463565.0,5064596.0,5063444.0,2398969.0,,2313.0,21884.0,18.37,7.55,6.49,0.96
58,2022Q2,1126280.0,89469.0,,68820.0,68820.0,6304171.0,7115854.0,4827407.0,4826278.0,2288448.0,,2393.0,20875.0,12.29,6.11,6.28,0.94
