,Quý,Doanh thu thuần(MilVND),LN gộp(MilVND),LN thuần từ HĐKD(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ(MilVND),Tài sản ngắn hạn(MilVND),Tổng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích CĐ thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
38,2018Q3,7225109.0,92252.0,-403205.0,101841.0,90029.0,54557387.0,100983739.0,85691041.0,85084227.0,15292699.0,0.0,1741.0,21819.0,56.28,1.41,7.9,1.22
39,2018Q4,8086820.0,294994.0,-192627.0,197394.0,191422.0,69981375.0,113768692.0,98333431.0,97695368.0,15435261.0,0.0,1567.0,22022.0,56.81,2.44,7.05,1.05
40,2019Q1,7396296.0,440251.0,74431.0,413050.0,401903.0,72897094.0,116489419.0,100621481.0,25565838.0,15867938.0,0.0,1437.0,22640.0,66.13,5.58,6.42,0.93
41,2019Q2,8137246.0,264842.0,-173261.0,256476.0,242267.0,74526654.0,120937340.0,104876235.0,25863101.0,16061105.0,0.0,1321.0,22915.0,61.18,3.15,5.91,0.82
42,2019Q3,8451136.0,273284.0,-249812.0,365716.0,353570.0,77437633.0,121823680.0,105436914.0,22189500.0,16386766.0,0.0,1697.0,23380.0,44.09,4.33,7.46,1.01
43,2019Q4,9320993.0,-141269.0,-503471.0,106097.0,89807.0,79841859.0,128253864.0,108449825.0,20772947.0,19804039.0,0.0,1549.0,26678.0,44.27,1.14,6.39,0.89
44,2020Q1,7878585.0,370452.0,-155425.0,107288.0,119371.0,88886349.0,133330460.0,113321069.0,112481499.0,20009390.0,0.0,1131.0,26955.0,32.71,1.36,4.46,0.64
45,2020Q2,8214740.0,-471228.0,-1101882.0,541810.0,508079.0,95548730.0,137838679.0,117349688.0,116772489.0,20488991.0,0.0,1484.0,27601.0,30.67,6.6,2.51,0.37
46,2020Q3,8736258.0,-46410.0,-545277.0,473308.0,460553.0,99896126.0,144960944.0,124041612.0,23565411.0,20919332.0,0.0,1608.0,28181.0,30.29,5.42,6.2,0.33
47,2020Q4,9655436.0,-598597.0,-598597.0,474551.0,456571.0,92791583.0,147283427.0,126514551.0,20680649.0,20768876.0,,2081.0,27978.0,31.72,4.91,6.15,0.31
48,2021Q1,8709020.0,-168967.0,-168967.0,498879.0,469132.0,95996992.0,146603447.0,125336259.0,14723851.0,21267189.0,,2552.0,28650.0,23.36,5.73,6.32,0.32
49,2021Q2,9514009.0,-433219.0,-433219.0,442956.0,419708.0,89483814.0,149047977.0,127385167.0,12112788.0,21662810.0,,2433.0,29182.0,24.0,4.66,5.65,0.28
50,2021Q3,8984567.0,-245795.0,-245795.0,441446.0,423208.0,98980199.0,165122100.0,142997200.0,23050391.0,22124900.0,,2383.0,29805.0,24.51,4.91,5.7,0.27
51,2021Q4,10043536.0,-4891.0,-4891.0,551929.0,524539.0,99487772.0,169460924.0,147448333.0,21631436.0,22012592.0,,2474.0,29654.0,22.63,5.5,7.07,0.31
52,2022Q1,9727370.0,-239895.0,-239895.0,510816.0,480945.0,109879453.0,183724857.0,161187414.0,30147749.0,22537443.0,,2490.0,29559.0,24.7,5.25,6.48,0.27
53,2022Q2,10333860.0,-504458.0,-504458.0,317121.0,308607.0,125118297.0,193291038.0,170510642.0,33894574.0,22780395.0,,2340.0,30688.0,22.43,3.07,4.16,0.16
