,Quý,Doanh thu thuần(MilVND),LN gộp(MilVND),LN thuần từ HĐKD(MilVND),LNST thu nhập DN(MilVND),LNST của CĐ cty mẹ(MilVND),Tài sản ngắn hạn(MilVND),Tổng cộng tài sản(MilVND),Nợ phải trả(MilVND),Nợ ngắn hạn(MilVND),Vốn chủ sở hữu(MilVND),Lợi ích CĐ thiểu số(MilVND),EPS của 4 quý gần nhất(VND),BVPS cơ bản(VND),P/E cơ bản(Times),ROS(%),ROEA(%),ROAA(%)
23,2017Q1,511622.0,74040.0,0.0,32359.0,32359.0,3573443.0,4216915.0,3341235.0,3327954.0,875680.0,0.0,1610.0,12338.0,14.97,6.32,12.81,2.74
24,2017Q2,572267.0,84092.0,0.0,47100.0,47100.0,3614469.0,4261663.0,3365320.0,3323599.0,896343.0,0.0,1711.0,12629.0,11.98,8.23,13.56,2.87
25,2017Q3,511868.0,62508.0,0.0,18827.0,18827.0,4125621.0,4778752.0,3339356.0,3323652.0,1439396.0,0.0,1630.0,16224.0,12.67,3.68,11.46,2.69
26,2017Q4,735672.0,186903.0,0.0,29074.0,29074.0,4313656.0,5016124.0,3548234.0,3528960.0,1467890.0,0.0,1651.0,16546.0,13.75,3.95,10.89,2.79
27,2018Q1,554993.0,117853.0,0.0,34996.0,34996.0,4251564.0,5000720.0,3604297.0,3585956.0,1396424.0,0.0,1599.0,15740.0,11.69,6.31,10.0,2.73
28,2018Q2,618316.0,119848.0,0.0,39276.0,39276.0,4515818.0,5261002.0,3838559.0,3806180.0,1422443.0,0.0,1425.0,16033.0,12.63,6.35,8.53,2.44
29,2018Q3,554759.0,95126.0,0.0,31612.0,31612.0,4588359.0,5338212.0,3884157.0,3854320.0,1454055.0,0.0,1521.0,16390.0,11.83,5.7,9.4,2.62
30,2018Q4,685326.0,151720.0,0.0,35718.0,35718.0,4524975.0,5360629.0,3870856.0,3827869.0,1489773.0,0.0,1596.0,16792.0,11.34,5.21,9.83,2.7
31,2019Q1,591796.0,130070.0,0.0,39648.0,39648.0,4760270.0,5600905.0,4177946.0,4147538.0,1422959.0,0.0,1649.0,16039.0,10.01,6.7,10.11,2.71
32,2019Q2,640859.0,128026.0,0.0,42085.0,42085.0,4814540.0,5645822.0,4192106.0,4159336.0,1453716.0,0.0,1680.0,16386.0,10.12,6.57,10.24,2.72
33,2019Q3,621928.0,101606.0,0.0,34334.0,34334.0,4872981.0,5729513.0,4238494.0,4207609.0,1491019.0,0.0,1711.0,16806.0,9.82,5.52,10.37,2.72
34,2019Q4,754029.0,158485.0,0.0,58268.0,58268.0,4988631.0,5842839.0,4301882.0,4261639.0,1540957.0,0.0,1965.0,17369.0,9.92,7.73,11.8,3.06
35,2020Q1,669302.0,144387.0,0.0,42017.0,42017.0,5115175.0,5974929.0,4510561.0,4483516.0,1464368.0,0.0,1992.0,16506.0,7.31,6.28,11.88,3.05
36,2020Q2,762403.0,166255.0,0.0,67074.0,67074.0,5354633.0,6230065.0,4727991.0,4695037.0,1502074.0,0.0,2273.0,16931.0,7.61,8.8,4.52,1.1
37,2020Q3,666201.0,116032.0,0.0,27253.0,27253.0,5156286.0,6172598.0,4643271.0,4614609.0,1529327.0,0.0,2194.0,17238.0,8.52,4.09,3.07,0.44
38,2020Q4,823018.0,146711.0,,39117.0,39117.0,5141128.0,6110226.0,4630500.0,4595400.0,1479726.0,,1978.0,16679.0,10.95,4.75,4.41,0.64
39,2021Q1,785097.0,175092.0,,57113.0,57113.0,5686808.0,6669172.0,5132333.0,5102247.0,1536839.0,,2148.0,17323.0,9.4,7.27,6.44,0.89
40,2021Q2,779123.0,214728.0,,105970.0,105970.0,5535094.0,6516557.0,4927578.0,4894005.0,1588979.0,,2586.0,17910.0,8.31,13.6,11.94,1.61
41,2021Q3,623383.0,180767.0,,97421.0,97421.0,5682044.0,6800844.0,5114444.0,5087227.0,1686400.0,,3377.0,19009.0,7.77,15.63,10.98,1.46
42,2021Q4,849417.0,229963.0,,91534.0,91534.0,5257580.0,6366530.0,4588596.0,4557295.0,1777934.0,,3968.0,20040.0,7.35,10.78,10.32,1.39
43,2022Q1,791359.0,200712.0,,70591.0,70591.0,5642830.0,6748057.0,4899532.0,4874465.0,1848525.0,,4120.0,20836.0,7.5,8.92,7.96,1.08
44,2022Q2,799728.0,189004.0,,73860.0,73860.0,5763615.0,6932835.0,5178559.0,5151432.0,1754276.0,,3545.0,15819.0,7.62,9.24,7.4,1.08
